,Institution,Country,Artificial Intelligence,Telecommunication Engineering,Medical Science,Disease Analysis,Biomedical Research,Environmental Science,Pharmaceutical Science,Chemical Science,Energy and Power Systems,Social and Business Studies,Keywords,Cluster Keywords,Cluster,Subject Area
635,Harbin,China,0.8526105784157674,0.0010640652825322,0.1388781563528852,0.0010638719583546,0.0010638982295288,0.0010639159414159,0.0010638587630351,0.001063868578128,0.0010638926911878,0.0010638937871647,"['Accurate Measurement', 'Particle Swarm Optimization', 'inertia matching', 'Hull Deformation', 'PSO Algorithm', 'Real-time Adjustment', 'attitude reference', 'Atmospheric measurements', 'Navigation System', 'Static Angle', 'Current Iteration Number', 'Dynamic Adjustment', 'Deformation Angle', 'Inertial Navigation', 'Dynamic Deformation', 'Kalman Filter', 'Coordinate System', 'Global Positioning System', 'White Noise', 'Measurement Methods', 'Inertial System', 'Solution Algorithm', 'Deformation', 'Heuristic algorithms', 'Maximum And Minimum', 'Sea Conditions', 'Deformable models', 'Particle Swarm', 'hull deformation', 'Model Parameters', 'Angular Velocity', 'Particle measurements', 'Angular Speed', 'High Measurement Accuracy', 'Optimization Algorithm', 'Sea measurements', 'improved particle swarm optimization', 'Improved Particle Swarm Optimization', 'Random Error', 'Measurement Algorithm', 'Oceans']",learning network data model neural,3,Artificial Intelligence
636,Harbin Engineering University,China,0.0016399603744975,0.0016399039575575,0.0016395139996002,0.0016396591190444,0.2339007466516725,0.0016398832981433,0.0016395562111728,0.4671710433600859,0.2874497233435402,0.0016400096846852,"['Channel Matrix', 'Channel State Information Feedback', 'Simulation', 'Massive Multi-input Multi-output', 'Attention Module', 'Channel Attention', 'Indoor Environments', 'Data models', 'Channel Sparsity', 'Massive MIMO', 'Normalized Mean Square Error', 'Angular Domain', 'Complexity Cost', 'Analytical models', 'Base Station', 'Row Vector Of Matrix', 'Vector Matrix', 'Deep Neural Network', 'Discrete Fourier Transform Matrix', 'Model Performance', 'massive MIMO', 'Feature Maps', 'Channel Vector', 'Column Vector Of Matrix', 'Downlink', 'Discrete Fourier Transform', 'Deep Learning', 'Frequency Division Duplex', 'autoencoder', 'Attention Mechanism', 'joint convolution-coordinate attention mechanism', 'Insufficient Performance', 'Neural Network', 'Compression Rate', 'Neural networks', 'Training', 'Decoding', 'Artificial Neural Network', 'Convolutional Layers', 'Orthogonal Frequency Division Multiplexing', 'CSI feedback']",carbon oil acid properties kidney,9,Chemical Science
637,Harbin Institute of Technology,China,0.008334269185114,0.0083339316432509,0.0083334574681594,0.0083341106713654,0.0083338582803525,0.008333519394885,0.0083338053108089,0.0083340307542593,0.9249946742190984,0.0083343430727058,"['Robustness', 'Sign Function', 'Yaw Angle', 'Roll Angle', 'Positive Definite Matrix', 'Markov Decision Process', 'Optimal Value Function', 'Reinforcement Learning Problem', 'Field Of Robotics', 'Sliding Mode Surface', 'Simulation', 'External Disturbances', 'Trust Region', 'Model Predictive Control', 'Time factors', 'Hyperbolic Tangent', 'Reward Function', 'Steady-state Error', 'Proximal Policy Optimization', 'Unmanned Aerial Vehicles', 'Quadrotor control', 'Attitude control', 'Sliding Mode Control', 'Optimization', 'Quadrotor Control', 'Optimal Policy', 'Critic Network', 'Linear Matrix Inequalities', 'Presence Of Disturbances', 'Robust Control', 'Improve System Performance', 'Reinforcement learning', 'Autonomous aerial vehicles', 'Target Location', 'Disturbance Compensation', 'Positive Control', 'Robust compensation', 'Impact Of Disturbances', 'Policy Gradient']",energy power voltage analysis electric,8,Energy and Power Systems
639,Harvard Medical School,Thailand,0.0111128763725152,0.5948215021575455,0.0111113686258445,0.0111118956068019,0.0111111475543628,0.0111135405636403,0.0111123532596321,0.3162813320144216,0.0111114154084415,0.0111125684367945,"['Bone lining cells', 'Gsα', 'Neutralizing antibody', 'Osteoblasts', 'Osteocytes', 'Sclerostin']",cells frequency antenna communication array,7,Telecommunication Engineering
640,Harvard School of Dental Medicine,Thailand,0.0166666667175489,0.0166700671748057,0.5166460351908293,0.0166667499014603,0.0166718855599532,0.0166704005918367,0.016677981924402,0.3499916179321707,0.016666676518198,0.0166719184887949,"['Bone lining cells', 'Gsα', 'Neutralizing antibody', 'Osteoblasts', 'Osteocytes', 'Sclerostin']",cancer health stress cell thailand,0,Medical Science
643,Haryana,India,0.7109667053198859,0.0011495721224822,0.0011494496624203,0.2798367321467115,0.001149452080467,0.0011497167877326,0.0011496754366221,0.0011494819020729,0.0011497360745054,0.0011494784670996,"['Low Power Consumption', 'Design Style', 'Logic gates', 'TG', 'CMOS', 'Semiconductor device modeling', 'Multiplexing', 'Transistor Size', 'Communication systems', 'Power demand', 'GDI', 'PTL', 'Power Consumption', 'Logic Design', 'Logic design', 'Conventional Design', 'Low Power', 'power dissipation', 'Delays', 'Circuit Level']",learning network data model neural,3,Artificial Intelligence
644,Haskoli Islands,Thailand,0.011111137114441,0.0111114292469647,0.0111146290978657,0.0111113621887576,0.0111125377495558,0.415047285996769,0.0111115584816099,0.0111148423536459,0.0111130495338477,0.4960521682365422,"['Benzalkonium chloride', 'Dexamethasone', 'Eye drops', 'Penetration enhancer']",thailand social business based technology,1,Social and Business Studies
645,Hat Yai Hospital,Thailand,0.010005979225124,0.0100003587279708,0.0100018243347403,0.010002408064967,0.0100025771454147,0.0100011488884922,0.9099714858812225,0.0100009366590975,0.0100030190773073,0.0100102619956635,"['Decrease in mortality', 'multicenter', 'pediatric', 'septic shock', 'severe sepsis', 'surviving sepsis campaign care bundles']",vaccine learning drug thai molecular,2,Pharmaceutical Science
646,Hatyai Hospital,Thailand,0.0111115993277533,0.0111112587578686,0.0111132911108585,0.0111187001621483,0.0111121674372394,0.0111161977525484,0.3028636516328817,0.0111148530943975,0.6082267091539647,0.0111115715703391,"['Complication', 'Failed extubation', 'Post-anesthesia care', 'Recovery room', 'Reintubation']",energy power voltage analysis electric,8,Energy and Power Systems
647,Health Campus,Singapore,0.0071442918572301,0.3816345143733479,0.1381349244176367,0.145586580200328,0.2917810304334515,0.0071439258594154,0.0071432342558136,0.0071435452843108,0.0071445141312454,0.0071434391872203,"['Asia', 'childhood', 'gastrointestinal', 'liver', 'obesity', 'probiotics']",cells frequency antenna communication array,7,Telecommunication Engineering
648,Health Services Academy Islamabad,Thailand,0.5118580466293374,0.0100002057136253,0.0100000440447472,0.0100014995901134,0.010000310125913,0.010000094392115,0.2413470019510009,0.1767908770622537,0.0100007318698032,0.0100011886210906,"['Elderly population', 'Quality of life']",learning network data model neural,3,Artificial Intelligence
649,Hebei University of Technology,China,0.7040739155895052,0.0014925852726977,0.2839843879496367,0.0014926480500139,0.0014926485516097,0.0014925776257325,0.0014929357997552,0.0014926722527225,0.0014926952965147,0.0014929336118115,"['Big Data', 'Long-term Analysis', 'Charge Capacity', 'density-based spatial clustering of applications with noise (DBSCAN) cluster', 'fault diagnosis', 'Electric Vehicles', 'Window Size', 'Savitzky-Golay Filter', 'Batteries', 'Fault Diagnosis', 'Cumulative Percentage Of Variance', 'electric vehicles (EVs)', 'Battery management system', 'Core Point', 'Root Mean Square Error', 'Battery System', 'Filtering Algorithm', 'Feature Dimension', 'New Energy Vehicle', 'Principal Component Analysis Algorithm', 'Machine Learning', 'Short-term Data', 'Fault Diagnosis Method', 'Battery Failure', 'System For Electric Vehicles', 'Internal Temperature', 'Data mining', 'Integrated circuit modeling', 'Large-scale Data', 'Feature extraction', 'Long Short-term Memory', 'Potential Failure', 'Safety', 'Fault Features', 'Total Voltage', 'Terminal Voltage', 'Temperature Sensor', 'Energy Vehicles', 'Circuit faults', 'Real-world Data', 'Fault diagnosis']",learning network data model neural,3,Artificial Intelligence
650,Hebrew University of Jerusalem,United Kingdom,0.262455563725287,0.0125008568300914,0.0125000000434775,0.0125002734360009,0.1443808841167898,0.0125000447591549,0.5056616725692784,0.0125000000418607,0.0125003599677889,0.0125003445102701,['Not Available'],vaccine learning drug thai molecular,2,Pharmaceutical Science
651,Hefei,China,0.0076930176714475,0.0076930994503635,0.0076930618513409,0.0076937556355,0.5684897017250398,0.0076931915230115,0.0076975074441205,0.0076933412100319,0.3699597421710779,0.0076935813180661,"['Focusing', 'Linear Projection', 'Training Data', 'Training Phase', 'Inference Phase', 'Multilayer Perceptron', 'Linear Layer', 'Chest X-ray Images', 'Self-supervised Learning', 'Attention Map', 'Alignment Strategy', 'Text Encoder', 'Representational Similarity', 'Local Features', 'Long-tailed Distribution', 'Medical Reports', 'Training', 'Image Encoder', 'Radiology', 'Textual Features', 'Attention Mechanism', 'Number Of Images', 'Medical Imaging', 'Image Area', 'Manuals', 'Matthews Correlation Coefficient', 'Rare Disease', 'Similarity Matrix', 'Global Features', 'Semantics', 'Board-certified Radiologist', 'Semantic', 'Pattern recognition', 'Image Features', 'Medical Classification', 'Zero-shot Classification', 'Zero-shot learning']",hiv thailand bone cells poly,5,Biomedical Research
652,Hefei University of Technology,China,0.0100005603199973,0.0100003221809061,0.0100042021338623,0.0100004369387944,0.5744382508107525,0.0100019225301339,0.0100013821723065,0.0100007689724646,0.3455496316532981,0.010002522287484,"['Energy Harvesting', 'Simulation', 'Non-volatile Memory', 'Radiation Tolerance', 'Feedback Loop', 'Reliability engineering', 'Ferroelectric Field-effect Transistor', 'Storage Elements', 'C Elements', 'Inverter', 'Latches', 'Values Of A1', 'Ferroelectric Layer', 'Resistance State', 'Nonvolatile memory', 'Ferroelectric Materials', 'Performance evaluation', 'Polarization State', 'Voltage Divider', 'Random Access Memory', 'Radiation hardening (electronics)', 'State Of The Device', 'Resistive Random Access Memory', 'Feedback Circuit', 'Circuits and systems', 'Power Outages', 'Spin Transfer Torque', 'Store Of Value']",hiv thailand bone cells poly,5,Biomedical Research
655,Helsingin Yliopisto,France,0.0058832046382718,0.9470425984382252,0.0058851018124373,0.005883784624722,0.0058857069168347,0.0058828495385149,0.0058847110825907,0.0058840689427002,0.0058847486354418,0.005883225370261,['Not Available'],cells frequency antenna communication array,7,Telecommunication Engineering
656,Helsinki Institute of Physics,France,0.0028573352370887,0.0975026372373056,0.6239537423359791,0.002857321817262,0.0028576006348539,0.0028572907895589,0.0028573864381337,0.2585421773179192,0.0028572457467462,0.0028572624451524,"['2HDM\u202f+\u202fS', 'CMS', 'Exotic decays', 'Higgs boson', 'NMSSM', 'Physics']",cancer health stress cell thailand,0,Medical Science
657,Helwan University,France,0.0037055328223745,0.0037037704584687,0.3615019105128331,0.0037040301857391,0.0037045344227993,0.0037042362877566,0.0037043313618361,0.608862928130873,0.0037041335778458,0.0037045922394734,['Not Available'],carbon oil acid properties kidney,9,Chemical Science
658,Henan Polytechnic University,China,0.0111111392617201,0.0111119508018708,0.011111199514557,0.0111112262630065,0.0111114642335096,0.0111111286669591,0.1238924255284041,0.7872146193523317,0.011111614830497,0.0111132315471437,"['alternating optimization', 'Array signal processing', 'Optimization', 'Signal to noise ratio', 'Integrated sensing and communication', 'simultaneously transmitting and reflecting reconﬁgurable intelligent surface', 'Security', 'Clutter', 'Reconfigurable intelligent surfaces']",carbon oil acid properties kidney,9,Chemical Science
659,Henan University,China,0.010001339504816,0.0100013461608094,0.0100009720294028,0.0100004694806438,0.0100002804718548,0.0100021394976741,0.0100021252706285,0.9099881149668508,0.0100016603944682,0.0100015522228512,"['Unmanned Aerial Vehicle Data', 'Rough surfaces', 'Penetration Depth', 'Synthetic aperture radar', 'Sea Ice', 'Radar Signal', 'Thin Ice', 'Ice Surface', 'Arctic Ice', 'Arctic Sea Ice', 'Mixture Of Ice', 'Sea ice', 'Surface roughness', 'Sea Ice Melt', 'Synthetic Aperture Radar', 'Calm Water', 'Sea surface', 'Ice', 'Polarization Combinations', 'Aerial Images', 'Incident Angle', 'Root Mean Square Error', 'synthetic aperture radar (SAR)', 'sea ice', 'Surface topography', 'Bohai Sea', 'Minute Intervals', 'Sea Surface', 'Sea Ice Surface', 'sea ice roughness', 'Ice Types', 'Unmanned Aerial Vehicles', 'Short Wavelength', 'Spaceborne Synthetic Aperture Radar', 'LiDAR', 'Ice Samples', 'Field Experiments', 'Ice Cover', 'Seawater']",carbon oil acid properties kidney,9,Chemical Science
660,Henry Ford Health System,Thailand,0.0166666822591323,0.0166683619863663,0.0166692256180163,0.0166666873226304,0.6831339816570977,0.016668624033708,0.0166666672504824,0.0166712683377707,0.1835205846718998,0.0166679168628958,"['Atrial fibrillation', 'Kidney transplantation', 'Meta-analysis', 'Renal transplantation', 'Systematic reviews', 'Transplantation']",hiv thailand bone cells poly,5,Biomedical Research
661,Heraeus Comvance Denmark ApS,Denmark,0.1571387228513178,0.0142870406395476,0.0142869734429862,0.0142872616072568,0.0142958581067779,0.1571455092676043,0.014286195398126,0.0142859377169968,0.1571419805284287,0.4428445204409577,"['Cost Efficiency', 'Leakage Loss', 'Multicore processing', 'Fiber Technology', 'Production', 'Optical attenuators', 'Cylindrical', 'Linker Length', 'Optical fibers', 'Optical Characteristics', 'Core Position', 'Spatial Multiplexing', 'Additional Processing Steps', 'Batch Size', 'Optical device fabrication', 'Preforms', 'Outer Core', 'Optical variables measurement']",thailand social business based technology,1,Social and Business Studies
662,Heraeus Quartz North America LLC,Denmark,0.011111680880574,0.0111112954492609,0.0111139155270197,0.0111142337665309,0.0111138909974578,0.011113234025236,0.0111163470184557,0.2738703351825263,0.6372234351586703,0.0111116319942681,"['Cost Efficiency', 'Leakage Loss', 'Multicore processing', 'Fiber Technology', 'Production', 'Optical attenuators', 'Cylindrical', 'Linker Length', 'Optical fibers', 'Optical Characteristics', 'Core Position', 'Spatial Multiplexing', 'Additional Processing Steps', 'Batch Size', 'Optical device fabrication', 'Preforms', 'Outer Core', 'Optical variables measurement']",energy power voltage analysis electric,8,Energy and Power Systems
665,Hilo,Italy,0.333417090011618,0.0013702463615705,0.0013699686071077,0.0013701499377761,0.0013700571704857,0.0673835340491537,0.0363163887220717,0.027131167911086,0.5289011430697618,0.0013702541593686,"['stars: evolution', 'Galaxy: open clusters and associations: individual', 'methods: data analysis']",energy power voltage analysis electric,8,Energy and Power Systems
666,Hiratsuka City,Japan,0.3999707359698004,0.0011765466498363,0.2293606392188683,0.0011768097332114,0.0011767379363373,0.0011766637233583,0.0011766722922551,0.0011767182232261,0.3624317332873247,0.0011767429657817,"['Paints', 'Time Series Data', 'Squared Euclidean Distance', 'Codes', 'Games', 'Number Of Teams', 'Ball Possession', 'Paint Touch', 'Ward’s Method', 'Basketball Game', 'Types Of Play', 'Basketball', 'Team Sports', 'Competitive Sports', 'Sports', 'Basketball Court']",energy power voltage analysis electric,8,Energy and Power Systems
667,Hirosaki University,Thailand,0.0100014291303234,0.0100012201443856,0.0100006893268051,0.0100014304128146,0.0100019187203157,0.0100025136941349,0.0100003591944501,0.2759237048643573,0.6440663731105761,0.0100003614018369,"['Encapsulation', 'Fluoroalkylsilane', 'Natural rubber', 'Oil/water separation superhydrophobic/superoleophilic mesh']",energy power voltage analysis electric,8,Energy and Power Systems
