,Institution,Country,Artificial Intelligence,Telecommunication Engineering,Medical Science,Disease Analysis,Biomedical Research,Environmental Science,Pharmaceutical Science,Chemical Science,Energy and Power Systems,Social and Business Studies,Keywords,Cluster Keywords,Cluster,Subject Area
95,Anhui,China,0.430227635,0.001052845,0.05117662,0.001052883,0.001052665,0.259700862,0.001052751,0.001052709,0.252578358,0.001052672,"['Ultrafast optics', 'Sun', 'Spectral Bands', 'Cherenkov Radiation', 'Transverse Direction', 'Terahertz Spectroscopy', 'Longitudinal Direction', 'Potential Applications In Imaging', 'Mathematical models', 'Spectroscopy', 'Terahertz Imaging', 'Field Strength', 'High Charge', 'electron bunch', 'Cherenkov radiation', 'Imaging Applications', 'Simulation Verification', 'High-power Terahertz', 'Terahertz Region', 'Terahertz Time-domain Spectroscopy', 'Application Of Spectroscopy', 'Theoretical Verification', 'Optical Pulse', 'Temporal Dimension', 'Charge Density', 'Photocathode', 'Terahertz Pulse', 'Transverse Cross-section', 'Coherent Radiation', 'Electron guns', 'Dielectric Medium', 'Broadband antennas', 'Dielectrics', 'terahertz (THz) pulse', 'Science And Technology', 'High-intensity Pulses', 'Electron Gun', 'Detailed Theoretical Analysis', 'Radiative Properties']",learning network data model neural,3,Artificial Intelligence
96,Anhui Institute of Information Technology,China,0.850012531,0.005000137,0.00500003,0.005000255,0.005000076,0.005000083,0.005001271,0.005000057,0.005000378,0.109985182,"['Raw Data', 'Viral Attack', 'CAIM Algorithm', 'Prediction methods', 'Situational Factors', 'Massive Amounts Of Data', 'Computer Technology', 'Redundant Data', 'Situational Awareness', 'Face Processing', 'Factor XI', 'Prediction algorithms', 'Intelligent Learning Algorithms', 'Situation Assessment', 'Data Mining Technology', 'Random Variables', 'Algorithm In This Study', 'Radial Basis Function', 'Bayesian Model', 'Face Greater Challenges', 'Graphic Images', 'Cybersecurity', 'Heuristic algorithms', 'Computational modeling', 'Classification Decision', 'Discrete Algorithm', 'Viruses (medical)', 'Data Fusion', 'Data Mining', 'Network security', 'Bayes methods', 'Intelligence Algorithms', 'Security Risks', 'Security Posture', 'Field Of Security', 'Network Security Situational Awareness', 'Neural Network', 'Assessment Methods', 'Bayesian Approach']",learning network data model neural,3,Artificial Intelligence
97,Anhui Key Laboratory of Electric Drive and Control,China,0.006250393,0.006250381,0.006250112,0.00625,0.006250062,0.943747529,0.00625,0.006250244,0.006251166,0.006250112,"['Random Forest Algorithm', 'particle swarm algorithm', 'Forecasting Model', 'Particle Swarm Algorithm', 'Optimal Weight', 'Adaptive Learning', 'Predictive models', 'Random Forest', 'Backpropagation', 'Mean Square Error', 'BP neural network', 'Prediction algorithms', 'Back Propagation Neural Network', 'temporary-term power load forecasting', 'Prediction Accuracy', 'Balanced Accuracy', 'Statistics', 'Electricity Load Forecasting', 'Forecast Accuracy', 'Load Forecasting', 'Ultimate Value', 'Fitness Function', 'Search Optimization', 'Sociology', 'Particle Swarm', 'Neural networks', 'Electrical Load', 'chaotic initialization', 'Local Optimum', 'Short-term Power', 'nonlinear inertia weights', 'Load Prediction', 'Demand Forecasting', 'Iterative algorithms', 'Convergence Rate', 'Particle Speed', 'Load forecasting']",control species activity antioxidant thailand,6,Environmental Science
98,Anhui Normal University,France,0.010005476,0.01,0.010000342,0.010000207,0.602396934,0.010000234,0.317591075,0.010001622,0.010003012,0.010001097,"['Galaxies: Active', 'Galaxies: Evolution', 'Galaxies: High-redshift', 'Galaxies: Photometry', 'Galaxies: Star formation', 'Submillimeter: Galaxies']",hiv thailand bone cells poly,5,Biomedical Research
99,Anhui Polytechnic University,China,0.622763382,0.001408958,0.001408534,0.110660865,0.050706982,0.001408884,0.001408672,0.02427057,0.184554589,0.001408565,"['Random Forest Algorithm', 'particle swarm algorithm', 'Forecasting Model', 'Particle Swarm Algorithm', 'Optimal Weight', 'Adaptive Learning', 'Predictive models', 'Random Forest', 'Backpropagation', 'Mean Square Error', 'BP neural network', 'Prediction algorithms', 'Back Propagation Neural Network', 'temporary-term power load forecasting', 'Prediction Accuracy', 'Balanced Accuracy', 'Statistics', 'Electricity Load Forecasting', 'Forecast Accuracy', 'Load Forecasting', 'Ultimate Value', 'Fitness Function', 'Search Optimization', 'Sociology', 'Particle Swarm', 'Neural networks', 'Electrical Load', 'chaotic initialization', 'Local Optimum', 'Short-term Power', 'nonlinear inertia weights', 'Load Prediction', 'Demand Forecasting', 'Iterative algorithms', 'Convergence Rate', 'Particle Speed', 'Load forecasting']",learning network data model neural,3,Artificial Intelligence
100,Anhui University,China,0.009091007,0.009096265,0.009090931,0.009092499,0.009095321,0.009090909,0.009091034,0.009094209,0.009091017,0.918166808,"['Energy Harvesting', 'Simulation', 'Non-volatile Memory', 'Radiation Tolerance', 'Feedback Loop', 'Reliability engineering', 'Ferroelectric Field-effect Transistor', 'Storage Elements', 'C Elements', 'Inverter', 'Latches', 'Values Of A1', 'Ferroelectric Layer', 'Resistance State', 'Nonvolatile memory', 'Ferroelectric Materials', 'Performance evaluation', 'Polarization State', 'Voltage Divider', 'Random Access Memory', 'Radiation hardening (electronics)', 'State Of The Device', 'Resistive Random Access Memory', 'Feedback Circuit', 'Circuits and systems', 'Power Outages', 'Spin Transfer Torque', 'Store Of Value']",thailand social business based technology,1,Social and Business Studies
101,Animal Teaching Hospital,Thailand,0.510951548,0.007148368,0.007142873,0.0071439,0.007143872,0.431894932,0.007145748,0.00714288,0.007142868,0.007143013,['Not Available'],learning network data model neural,3,Artificial Intelligence
102,Ann Arbor,Singapore,0.011120697,0.011113197,0.011111638,0.011111189,0.516168333,0.011112132,0.011115694,0.394920889,0.011112807,0.011113425,"['family caregiving', 'intergenerational support', 'long-term care', 'older persons', 'Thailand']",hiv thailand bone cells poly,5,Biomedical Research
103,Annamalai University,India,0.491980803,0.495710703,0.001538483,0.001538743,0.001538495,0.001538524,0.001538489,0.001538488,0.001538728,0.001538544,"['Classification algorithms', 'Root Mean Square Error', 'Cognitive Maturity', 'Mean Absolute Error', 'Relative Absolute Error', 'Computer science education', 'Mean Square Error', 'Receiver Operating Characteristic Curve', 'Learning Styles', 'Classification Algorithms', 'Decision Tree', 'Metacognitive Skills', 'Bayesian Classifier', 'Support Vector Machine', 'Classification Techniques', 'computer programming', 'Prediction Analysis', 'Tree Size', 'Predictive models', 'Numerical models', 'Prediction Model', 'Standard Metrics', 'Supervised Learning', 'Confusion Matrix', 'Kappa Statistic', 'Level Of Accuracy', 'Information Gain', 'Tree Pruning', 'Root Node', 'Multiple Intelligences', 'Decision making', 'Decision Tree Classifier', 'Prediction algorithms', 'Learning Management System', 'Random Forest', 'Measurement', 'Leaf Node', 'Common Metrics']",cells frequency antenna communication array,7,Telecommunication Engineering
104,Antofagasta,Italy,0.796154546,0.001190595,0.001190523,0.194320886,0.001190507,0.001190629,0.001190617,0.001190541,0.001190575,0.00119058,"['stars: evolution', 'Galaxy: open clusters and associations: individual', 'methods: data analysis']",learning network data model neural,3,Artificial Intelligence
105,Anurag University,India,0.002326244,0.002326325,0.00232562,0.00232587,0.002325922,0.387580145,0.00232564,0.002326464,0.593811673,0.002326096,"['Voltage Signal', 'Disturbance Signal', 'Types Of Disturbances', 'Continuous Wavelet', 'Voltage Imbalance', 'Coefficient Plots', 'Power Quality', 'Signal Processing', 'Electric Power', 'Voltage Loss', 'Mother Wavelet', 'Original Signal', 'Transient Voltage', 'Wavelet toolbox', 'Signal processing', 'Voltage Sag', 'Continuous wavelet transform', 'Continuous wavelet transforms', 'Voltage Spikes', 'Graphical User Interface', 'Wavelet Analysis', 'RMS Voltage', 'Morlet Wavelet', 'Morlet wavelet', 'Command line interface', 'Function Of Time', 'Command Line', 'Voltage fluctuations', 'Voltage Quality', 'Voltage Variation', 'Wavelet Transform', 'Time Domain', 'Functional Scale', 'Graphical Tool', 'Transient Signal', 'Power quality', 'Smart grids', 'Voltage Rise', 'Visualization', 'Continuous Wavelet Transform', 'Voltage variations', 'Wavelet analysis']",energy power voltage analysis electric,8,Energy and Power Systems
106,Apache Point Observatory,United Kingdom,0.29425465,0.010000473,0.010000015,0.010000504,0.01000007,0.010000079,0.625742994,0.010000031,0.010001047,0.010000137,"['galaxies: evolution', 'galaxies: formation', 'galaxies: general']",vaccine learning drug thai molecular,2,Pharmaceutical Science
107,Applied Science Private University,Malaysia,0.60512635,0.002128361,0.002128553,0.002128235,0.088762184,0.002127967,0.002128205,0.002128182,0.291214153,0.002127811,"['Machine Learning Approaches', 'National Team', 'Mobile Learning', 'Player Performance', 'Use Of Prediction Models', 'Machine learning', 'Team Players', 'Predictive Models', 'Outcome Of The Game', 'Analytical models', 'Management Team', 'History', 'Matching Results', 'Winner Team', 'Predictive models', 'Tournament', 'Random Forest', 'Bayesian Classifier', 'Bayes Classifier', 'Prediction Accuracy', 'Successful Teams', 'PSL', 'Past Performance', 'Fans', 'Machine Learning Techniques', 'Including Machine Learning', 'Review Of Models', 'Systematics', 'Support Vector Machine', 'Ranking (statistics)', 'Naive Bayes', 'Machine Learning', 'Team Performance', 'World Cup', 'Prediction Model']",learning network data model neural,3,Artificial Intelligence
108,Aquatic Animal Genetics Research and Development Division,Thailand,0.011111243,0.011111111,0.89999601,0.011111111,0.011113178,0.011111111,0.011111765,0.011111111,0.011111464,0.011111895,"['Cross-species amplification', 'Genetic variation', 'Microsatellite', 'Oyster']",cancer health stress cell thailand,0,Medical Science
109,Aravind Eye Care System,China,0.448998729,0.008333553,0.008337753,0.008335137,0.008333585,0.00833518,0.008334921,0.113407914,0.008334468,0.37924876,['Not Available'],learning network data model neural,3,Artificial Intelligence
110,Ariake College,Thailand,0.007148849,0.245389945,0.007144957,0.007143086,0.007143291,0.479385233,0.007144072,0.007144106,0.007144343,0.225212119,['Not Available'],control species activity antioxidant thailand,6,Environmental Science
111,Aristotle University of Thessaloniki,Greece,0.157053859,0.220430176,0.001250118,0.0012502,0.001250069,0.001250113,0.001250093,0.001250017,0.613765245,0.001250109,"['Current measurement', 'Distribution Gap', 'Discharge Inception', 'Spherical Surface', 'Experimental Arrangement', 'Electrode Placement', 'Electric Field Distribution', 'High-voltage techniques', 'Polymers', 'Positive Ramp', 'Rate Of Rise', 'Electric Field Strength', 'Perfect Contact', 'Voltage measurement', 'Positive Voltage', 'Surface States', 'Sphere Of Radius', 'Poor Contact', 'Dielectric Constant', 'Insulation System', 'Application Of Voltage', 'Radius Ratio', 'Partial discharges', 'Air Gap', 'Surface discharges', 'Partial Discharge', 'Surface charging']",energy power voltage analysis electric,8,Energy and Power Systems
112,Arizona,Thailand,0.011111111,0.011112524,0.554055456,0.011111269,0.011114921,0.011111271,0.011111693,0.011111365,0.011111238,0.357049151,['Not Available'],cancer health stress cell thailand,0,Medical Science
113,Arizona State University Polytechnic Campus,Thailand,0.01,0.010000024,0.010000012,0.010000159,0.010000219,0.01,0.010000009,0.90999906,0.010000101,0.010000415,"['Bifunctional air electrode', 'Catalyst support', 'Electrocatalyst design', 'Unitized regenerative PEM fuel cell']",carbon oil acid properties kidney,9,Chemical Science
114,Army Institute of Technology,India,0.559361565,0.001219729,0.001219553,0.070660408,0.001219556,0.293960811,0.001219558,0.001219538,0.068699703,0.00121958,"['Wireless Sensor Networks', 'Energy Consumption', 'Automation', 'Energy consumption', 'Improve Energy Efficiency', 'Energy efficiency', 'Particle Position', 'Sink Node', 'Cluster Head', 'Means Clustering', 'data aggregation', 'Clustering Techniques', 'Wireless sensor networks', 'Base stations', 'Data Transmission', 'K-means Algorithm', 'network performance', 'Extensive Simulation Results', 'Network Lifetime', 'Sensor Networks', 'Particle Swarm Optimization', 'WSN', 'Clustering algorithms', 'Clustering Algorithm', 'Base Station', 'Clustering', 'Cluster Formation', 'Data aggregation', 'Centroid', 'Local Fitting', 'Global Fit']",learning network data model neural,3,Artificial Intelligence
115,Asia Eastern University of Science and Technology,China,0.305958356,0.009091889,0.009091596,0.009091808,0.009091388,0.009091373,0.009091074,0.009091633,0.62130953,0.009091353,"['adipate ester (AE)', 'biodegradation', 'migration', 'plasticizer', 'Poly(lactic) acid (PLA)']",energy power voltage analysis electric,8,Energy and Power Systems
116,Assiut University,Canada,0.148282447,0.001111476,0.001111451,0.177365406,0.041307685,0.079809245,0.001111227,0.001111505,0.547678057,0.001111501,"['XML', 'Planning', 'Optimization Problem', 'Global Solution', 'Suboptimal Solution', 'OpenStreetMap', 'Ant Colony Optimization', 'Landfill', 'Road Segments', 'Real-time systems', 'Operational Scenarios', 'Optimum Solution', 'Latitude Coordinates', 'Geographic Information System', 'Total Distance', 'Costs', 'Roads', 'Cardinality', 'Heuristic Algorithm', 'Operational Costs', 'Cross-product', 'Early Stopping', 'Gurobi', 'Nodes In The Graph', 'Longitude', 'Objective Function', 'Smart cities', 'Garbage Collection', 'Scalable', 'Arc Length', 'Smart City', 'Route Planning', 'Road Graph', 'MILP', 'Mixed Integer Linear Programming', 'Virtual Nodes', 'Directed Graph', 'Computational modeling']",energy power voltage analysis electric,8,Energy and Power Systems
118,Assumption University,Thailand,0.010002118,0.01,0.01,0.010000597,0.01000021,0.010000332,0.010000259,0.01,0.909989848,0.010006637,"['dielectric cure monitoring', 'rubber cure characterization', 'rubber cure monitoring system', 'vulcanization']",energy power voltage analysis electric,8,Energy and Power Systems
119,Aston University,Ukraine,0.001639662,0.045946309,0.001639543,0.001639518,0.001639369,0.001639531,0.00163951,0.001639417,0.940937685,0.001639453,"['modelling and simulation', 'Yaw Angle', 'autonomous vehicles', 'Model Predictive Control Algorithm', 'MPC', 'Navigation', 'Trajectory Planning', 'Dangerous Effects', 'Road Users', 'Obstacle Avoidance', 'Longitudinal Velocity', 'Bicycle Model', 'Model Predictive Control', 'Lane Change', 'Vehicle Mass', 'Adaptive Control System', 'Autonomous Vehicles', 'navigation', 'Vehicle dynamics', 'Heuristic algorithms', 'Safe Navigation', 'Rear Tyre', 'Public Trust', 'Adaptive Control Algorithm', 'Front Tyre', 'Adaptation models', 'Road transportation', 'Bicycles', 'Center Of Mass', 'Longitudinal Distance', 'Ethics', 'Sufficient Space', 'Adaptive Control', 'Deontological Ethics', 'Dynamic Model', 'ethics']",energy power voltage analysis electric,8,Energy and Power Systems
121,Atlantic Technological University,Ireland,0.793023742,0.005000205,0.166970247,0.005000539,0.005000949,0.005000283,0.005002904,0.005000465,0.005000556,0.00500011,"['Piece Of Software', 'Buildings', 'Pipelines', 'Vectors', 'Privacy', 'Continuous Delivery', 'Malware', 'Service Connection', 'Secret Value', 'Cybercrime', 'User Account', 'Productive Resources', 'Point Process', 'Sensitive Data', 'Encoding', 'Plaintext', 'Types Of Attacks', 'Windows', 'Production Environment', 'DevOps', 'Information Leakage', 'Access Control', 'Organizational Level', 'Bad Actors', 'Software', 'Development Environment', 'Source Code', 'External Service', 'Continuous Integration', 'Development Team', 'Best Practices', 'Source Control', 'Attack Vector', 'System Stakeholders', 'Pipeline Stages']",learning network data model neural,3,Artificial Intelligence
